"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?c=ruvvvvvfvtvnvv1vrvvvvfvvvvvvfvvvou20evvvvvvvvvvvvuvs&ct=0&vs=INTL.44-1-AFG-QBTU.A&vo=0&v=H&end=2014"
"Wed Oct 11 2017 10:21:53 GMT+0300 (EEST)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"","Slovakia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,0.829844618,0.7855064,0.8477768,0.820942,0.805019839,0.797723164,0.786999406,0.798455232,0.8387168,0.8433284,0.816831682,0.798563302,0.81899114992,0.805032251905,0.780430140612,0.799335308982,0.723509121944,0.762929345184,0.738591421748,0.699584081434,0.722934785788,(s)
"","Slovenia","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.2168584,0.2322232,0.2422232,0.2611996,0.2885408,0.2731996,0.2738584,0.271881406,0.26827847,0.279602376,0.2772468,0.2756824,0.2912704,0.293487576,0.296511172,0.295208238762,0.319539576,0.289765112375,0.294579071,0.287339798,0.2794081,0.27447400445,(s)
"","Solomon Islands","Quad Btu",0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
"","Somalia","Quad Btu",0.017,0.019,0.019,0.018,0.019,0.019,0.02,0.015,0.015,0.015,0.014,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.01,0.01,0.01,0.01010125,0.01,0.013,0.014,0.012,0.012,0.011,0.012,0.012,0.012,0.012,0.012
"","South Africa","Quad Btu",2.624,2.832,3.029,3.116,3.362,3.425,3.473,3.6,3.679,3.694,3.8025644,3.8035408,3.773882,3.87247,3.969313048,4.1891052,4.333612148,4.49249786,4.58647,4.4645064,4.5804356,4.5436824,4.714609969,4.941742373,5.185612766,5.041532642,5.326959328,5.46351539845,5.63043511925,5.29673013795,5.4724986459,5.4213281009,5.662776398,5.6464344875,5.617
"","South Sudan","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,0.022,0.022
"","Spain","Quad Btu",3.1932232,3.2002232,3.492764,3.5926588,3.3938476,3.4772468,3.5205644,3.609882,3.8375644,3.9788584,4.04884324,4.234841192,4.247471136,4.134528381,4.28458596,4.47450868,4.58787728,4.859555569,5.100753755,5.251963442,5.554514018,5.797507592,5.86009479,6.160514281,6.362666432,6.53405866564,6.59857160116,6.72508092136,6.45103757826,5.98510361548,6.14883376659,5.98768331568,5.82689459108,5.56643748916,5.608
"","Sri Lanka","Quad Btu",0.088,0.089,0.092,0.09,0.106,0.095,0.094,0.1,0.099,0.095,0.105,0.105,0.107,0.126,0.136,0.146,0.146,0.161,0.168,0.180030678,0.189112211,0.186113663,0.188142422,0.199143374,0.19815033,0.219336566,0.216366692,0.225656324,0.218391546,0.20997616,0.243257984,0.266636052,0.2755923,0.282884215,(s)
"","Sudan","Quad Btu",0.052,0.056,0.061,0.059,0.055,0.062,0.069,0.068,0.071,0.069,0.069,0.093,0.087,0.083,0.075,0.071,0.072,0.073,0.074,0.079,0.108,0.135,0.14,0.154,0.165,0.176478752,0.196450164,0.223193424,0.235268592,0.23919296,0.29390184,0.287201832,0.278358348,0.294541512,0.296
"","Suriname","Quad Btu",0.04,0.036,0.035,0.025,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036504002,0.03642288,0.048687688,0.048377436,0.04875226,0.047365136,0.043
"","Swaziland","Quad Btu",NA,NA,0.00898267643522,0.006683801183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018901074,0.018120796,0.01846246,0.018470552,0.019943604,0.018722405,0.019
"","Sweden","Quad Btu",2.0710472,2.0177876,1.8812596,1.91838556005,2.032417,2.164944682,2.196026276,2.265073314,2.22318042,2.18964016,2.218238412,2.219700068,2.258814202,2.237457941,2.249776668,2.300209912,2.27116474,2.313774213,2.397819397,2.358420226,2.261658201,2.395136666,2.262080346,2.163376482,2.314196044,2.33622795799,2.23387364579,2.25173421181,2.21435153486,2.06312223942,2.20035684726,2.14702512046,2.21506380211,2.11163646225,(s)
"","Switzerland","Quad Btu",1.133998,1.0488328,1.0314916,1.082292,1.05394,1.150704,1.156292,1.165292,1.185292,1.149176,1.178186402,1.218784872,1.236383026,1.224157236,1.24410758,1.23916756,1.21466038,1.23221813,1.265640167,1.326002712,1.294258814,1.347633328,1.285545287,1.296989302,1.290818506,1.2621772016,1.28454825681,1.28418875684,1.31834086549,1.28604940874,1.31644262318,1.23660687685,1.28219354214,1.29380332653,(s)
"","Syria","Quad Btu",0.272771396,0.287843048,0.2956588,0.332669036,0.368,0.385750924,0.384788456,0.433928348,0.453,0.483,0.563,0.52127296,0.53727296,0.59430708,0.63329002,0.61,0.652,0.695,0.752,0.7736116,0.782,0.762,0.82,0.8269764,0.8449528,0.805546738,0.80707543,0.856412472,0.984842056,0.994781056,1.02682946,0.937577,0.735709188,0.594531822,(s)
"","Taiwan","Quad Btu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.016031206,2.073020872,2.171020684,2.315010309,2.492,2.691,2.904,3.014,3.199,3.342,3.5590112211,3.6491270959,3.8041658199,3.9782509045,4.1172565632,4.1726528784,4.28456695236,4.53799929652,4.38259286316,4.3174522768,4.61206248004,4.53855148752,4.46847375476,4.46309255864,4.613
"","Tajikistan","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.2867296,0.2589056,0.2529292,0.2083884,0.2290236,0.218412,0.2250472,0.2413176,0.2387768,0.2460944,0.2514356,0.268,0.2740236,0.284809615,0.280078654,0.271812636,0.20897918,0.186826644,0.192896568,0.191739908,0.197956864,0.201021972,0.205
"","Tanzania","Quad Btu",0.039,0.044,0.043,0.04,0.042,0.043,0.049,0.045,0.049,0.05,0.054,0.05,0.052,0.053,0.048,0.048,0.05,0.047150128,0.054146716,0.05711942,0.057160364,0.067225192,0.073269548,0.07532414,0.0793412,0.088843904,0.091681446,0.108119792,0.116024466,0.12173442,0.122457636,0.122600228,0.11203242,0.157621369,(s)
"","Thailand","Quad Btu",0.516702304,0.555357692,0.543685244,0.5783031,0.642313336,0.72932016,0.752671596,0.830303384,0.94629656,1.117968724,1.32329303,1.452262356,1.56191765,1.771549121,1.96785962,2.218787964,2.493105412,2.67141565,2.5187540728,2.5534355198,2.6083646623,2.7367061659,2.9760469979,3.2245299543,3.4722590506,3.7843093812,3.8878706281,3.998602192,4.03634415,4.199982008,4.406937364,4.584098892,4.911420832,5.119315955,(s)
"","Timor-Leste (East Timor)","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.002,0.002,0.002,0.003,0.005,0.003,0.003,0.003,0.003,0.003,0.006,0.006
"","Togo","Quad Btu",0.010077144125,0.00907961409956,0.00927827826391,0.0088822803458,0.01107912,0.010476372,0.009476296,0.008815444,0.008808224,0.01001464,0.01001179,0.0166824,0.0120236,0.0100236,0.0120236,0.0130236,0.0123648,0.011314609,0.0123648,0.0173648,0.0213648,0.01588145,0.020580878,0.032044082,0.0335263218,0.0334924571,0.0346435432,0.03974711,0.02417896,0.02457658,0.039345448,0.034979196,0.034157096,0.033154871,(s)
"","Tonga","Quad Btu",0.000434,0.000636,0.000593,0.000636,0.000638,0.000663,0.000663946320986,0.000974701258192,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
"","Trinidad and Tobago","Quad Btu",0.174259700082,0.167188154047,0.168177718079,0.185157800273,0.25112528,0.274167152,0.20626115,0.191302151,0.198268424,0.2132608,0.226322462,0.2532609,0.24831026,0.272288652,0.311330112,0.325340296,0.35817578,0.389183834,0.387183546,0.398184068,0.42020402,0.473299657,0.500264498,0.538122892,0.590230506,0.673219978,0.821257894,0.824187796,0.898,0.85,0.944,0.933,0.931,1.04,(s)
"","Tunisia","Quad Btu",0.126238924076,0.138255369076,0.132496418181,0.150373604546,0.163439964,0.168098948,0.177560042,0.165986352,0.17536922,0.201218208,0.199457688,0.195,0.187661888,0.214649467,0.23441264,0.209695752,0.2274062,0.265417736,0.284699947,0.28590324,0.297880698,0.333795641,0.335744781,0.330269713,0.333345432,0.358849578,0.333303435,0.293882032,0.363656042,0.294847892,0.302908712,0.297491064,0.315759076,0.335806607,(s)
"","Turkey","Quad Btu",1.1284356,1.0624592,1.1991416,1.2575064,1.37141076,1.547206988,1.740116102,1.90956815,1.901004888,2.099631392,2.21144376,2.264265484,2.404868814,2.565016606,2.565406476,2.834498432,3.07486856,3.212354079,3.33615373,3.286867052,3.481712709,3.246901016,3.385406704,3.46558335,3.646466122,3.937175938,4.277730268,4.601487032,4.558583028,4.569250472,4.739534268,5.1047021,5.259125448,5.223885531,(s)
"","Turkmenistan","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,0.314146568,0.283474345,0.273170064,0.297217248,0.2975453,0.305250665,0.287943182,0.31800393,0.401639005,0.502548199,0.584277319,0.759277175,0.806935648,0.832730877,0.841457677,0.924048132,0.95899345,0.910679264,1.016806348,0.984328548,1.383747908,1.407304423,(s)
"","Turks and Caicos Islands","Quad Btu",,,,,,,,,,,,,,,,0.000189097036745,0.000189615110818,0.0001890966022,0.0002080080006,0.0002080080006,0.000391804895533,(s),(s),(s),(s),0.00017509711,0.0001681555,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.003
"","Tuvalu","Quad Btu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","U.S. Pacific Islands","Quad Btu",0.002,0.002,0.002,0.002,0.002,0.002167152,0.00231338,0.00231257,0.00330972,0.00431296,0.00431206,0.00431308,0.00431026,0.00430927,0.00430948,0.00430936,0.0043102,0.00430639,0.00430591,0.00425565,0.004255025,0.004258325,0.004183114,0.00418225,0.004180288,0.004179982,0.004178542,0.004177912,0.005177372,0.00417568,0.005175608,0.004174888,0.004171288,0.004181279,(s)
"","U.S. Territories","Quad Btu",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"","Uganda","Quad Btu",0.0159764,0.0113176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029321012,0.029321012,0.033321012,NA,NA,NA,NA,NA,0.0392846148668,0.043581256,0.066988730384,0.059430336108,0.062550208,0.062239204,0.062278432,0.072407054,0.073
"","Ukraine","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,9.008528,8.663588,7.448588,7.1131524,6.492176,6.0636588,5.871618591,5.793453478,5.802095606,5.689588128,5.846646606,6.335939871,6.354247126,6.2481031227,5.73156589311,6.20499341278,6.08393055242,4.4828656433,5.0152951647,5.55114738899,5.02064509579,4.694533662,4.204
"","United Arab Emirates","Quad Btu",0.267,0.436,0.414,0.511,0.581,0.797,0.907,1.071,1.172,1.269,1.229,1.492,1.614,1.51,1.492,1.607,1.669,1.771,1.839,1.865,2.09,2.268,2.37,2.441,2.582,2.665,2.819,3.093,3.574,3.532,3.662,3.852,4.043,4.12,4.26
"","United Kingdom","Quad Btu",8.684010236,8.038,7.927,7.917,8.09801044,8.446010447,8.696340846,8.719817756,8.790332292,8.833791088,8.968877254,9.260655616,9.192308496,9.37898694,9.394004,9.425513524,9.96486752,9.575864108,9.6216736,9.682166626,9.678437001,9.752529066,9.629691319,9.650195923,9.696630088,9.6677802728,9.55153203794,9.21886465503,9.11911732911,8.63130509748,8.83958465605,8.36441407838,8.5356413048,8.53090209408,8.07
"","United States","Quad Btu",78.066277569,76.104896762,73.100713418,72.9716244954,76.6319322326,76.3913566783,76.6467542091,79.0535669718,82.708259806,84.78558359,84.484968348,84.439396332,85.782009088,87.364962195,89.088828035,91.032081821,94.020293793,94.601209146,95.020253753,96.651660133,98.819860976,96.177532396,97.645365383,97.920591202,100.093229074,100.19357246,99.4927270857,101.086105461,98.9591119844,94.1950027228,97.4251670737,96.8217540313,94.3661561795,97.057192604,98.303
"","Uruguay","Quad Btu",0.109112596,0.10311942,0.09806824,0.120771392,0.117122544,0.1087876,0.1130816,0.121764,0.1188348,0.104001136,0.13435213,0.119453252,0.137122716,0.138811811,0.137859424,0.124453728,0.12908274,0.141975403,0.177198207,0.1599261181,0.163721835,0.161629121,0.1679946431,0.163000758,0.139867192,0.156101871,0.148426018,0.17725052,0.184377004,0.189074556,0.208035044,0.203301188,0.203970536,0.210463902,(s)
"","Uzbekistan","Quad Btu",--,--,--,--,--,--,--,--,--,--,--,--,1.662,1.708588,1.748,1.857588,1.873412,1.866,1.837412,1.856412,1.946412,2.036,2.086588,2.118588,2.246,2.155151672,2.220655472,2.219348652,2.225534888,1.990866512,1.962060184,2.136804476,2.186912236,1.946501108,1.977
"","Vanuatu","Quad Btu",0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00091733396,0.00091468927,0.000919847203726,0.000919847203726,0.00091733396,0.000919847203726,0.000919847203726,0.000919847203726,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002
"","Venezuela","Quad Btu",1.58089764,1.716740688,1.743870344,1.678866932,1.70889764,1.73498294,1.87898294,1.918,1.93,2.054,2.081,2.2113176,2.2176352,2.2909764,2.4379764,2.4696588,2.570324424,2.662,2.814242252,2.645890816,2.90284646,2.994,2.8516824,2.628423656,2.959297412,3.002500935,3.146423308,2.866899072,3.123584538,3.100322844,3.215432896,3.451655016,3.370222768,3.25157569,3.31
"","Vietnam","Quad Btu",0.144,0.1593591,0.171,0.174,0.175,0.176,0.189,0.215,0.219,0.23,0.25,0.275,0.293,0.319,0.364,0.428,0.507,0.556,0.585,0.658,0.711,0.784,0.87,0.942,1.042,1.207325892,1.277344203,1.419088524,1.569042468,1.751112628,1.9389339,2.111247804,2.2976973,2.125061092,(s)
"","Virgin Islands,  U.S.","Quad Btu",0.25,0.224,0.163,0.114,0.134,0.15,0.1,0.117,0.082,0.125,0.116,0.119,0.121,0.12,0.123,0.122,0.121,0.123,0.128,0.307,0.139,,,,,,,,,0.223,0.213,0.231,0.233,0.241,0.261
"","Virgin Islands, British","Quad Btu",0.000324,0.00051,0.000511,0.00051,0.000469,0.000483,0.00052868746126,0.000617191866575,0.00065896005,0.000704338973425,0.000704338973425,0.000704338973425,0.00074722264,0.00074561835,0.000749269825315,0.000749269825315,0.00083683882,0.000839131529096,0.000839131529096,0.000839131529096,0.00083683882,(s),(s),(s),0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
"","Wake Island","Quad Btu",0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019
"","Western Sahara","Quad Btu",0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
"","Yemen","Quad Btu",0.096,0.098,0.115,0.104,0.132,0.147,0.141,0.14,0.144,0.154,0.16,0.166,0.173,0.142,0.138,0.15,0.153,0.159,0.171,0.179,0.194,0.206,0.226,0.244,0.246,0.257,0.28,0.255,0.312,0.289,0.355,0.307,0.291,0.327,0.288
"","Zambia","Quad Btu",0.130818308,0.130791296,0.133136192,0.13214984,0.12849104,0.12749104,0.12649104,0.11695024,0.12095024,0.10295024,0.11095024,0.10795024,0.10895024,0.10495024,0.10395024,0.10095024,0.09566676,0.10400796,0.1012468,0.098882,0.0985644,0.1042468,0.1076116,0.1109764,0.1146824,0.12068867,0.124699288,0.126759436,0.120466874,0.123496772,0.129861456,0.14476198,0.155564528,0.166998948,0.179
"","Zimbabwe","Quad Btu",0.138795852,0.140236,0.131942,0.138236,0.136236,0.1428712,0.1571888,0.1310708,0.1327296,0.1280708,0.11975974,0.121633496,0.1071416,0.097472564,0.0951416,0.101138188,0.1148476,0.1196008,0.1213068,0.1426716,0.1394012,0.1099892,0.117648,0.1329184,0.100824,0.105812658,0.121447571,0.12365876,0.1142678,0.115646724,0.121420432,0.122351092,0.12824584,0.156568304,0.155 
